ch05_rms,ch04_rms,ch03_maxabs,ch06_rms,ch10_rms,ch07_mav,ch15_rms,ch14_rms,ch13_rms,ch08_rms,ch12_rms,ch02_rms,ch09_maxabs,ch05_thresh2-events,ch11_fft-maxpower,ch09_fft-maxpower,ch03_fft-maxpower,ch04_thresh2-events,ch11_maxabs,ch01_maxabs,ch06_thresh2-events,ch07_maxabs,ch00_rms,ch01_mav,ch03_thresh2-events,ch04_thresh3-events,ch07_thresh2-events,ch06_fft-highfreq,ch05_thresh3-events,ch05_fft-highfreq,ch14_thresh2-events,ch02_thresh2-events,ch13_thresh2-events,ch04_fft-highfreq,ch07_fft-highfreq,ch12_thresh2-events,ch10_thresh2-events
1.0,0.787747491948065,0.5512630951364837,0.8164659406077871,0.14924409475659198,0.5887424284282399,0.32196517493277726,0.29788534057582533,0.2804131085345563,0.3640749108724964,0.21580477139801219,0.4415104469727576,0.18239187061469891,0.7237381508832275,0.13793905348112367,0.18351471893500118,0.5616535953937176,0.6644415238953928,0.14305262166458432,0.30255495211660616,0.6374266127582753,0.5583981759584936,0.33083257647462394,0.37246116733488777,0.545027780129951,0.6896412539437443,0.5198305381600875,-0.0786721953488702,0.783330570269582,-0.08923317372548978,0.2935850388438872,0.44400620962586307,0.2676153252092884,-0.0783805168687275,-0.06755694120828505,0.20974170737357645,0.131791997268053
0.787747491948065,1.0,0.7251477335852854,0.6250697693973711,0.11892327604452028,0.45552518079277654,0.2834172205084342,0.2465692508220033,0.23330208437669,0.28471705543325254,0.18972757720762298,0.5418595236649097,0.14061803002270212,0.6462520142920409,0.11582859704172511,0.14718607159884528,0.7130919774771818,0.7324372360429584,0.12234965583971617,0.344009224050578,0.5462804828538931,0.4334346870358937,0.3394693233771374,0.40241112391546735,0.6244676778560934,0.797519634709092,0.4345249310243874,-0.03469758141904109,0.6870504749400359,-0.03318809952495043,0.24215743793599923,0.4977038170734886,0.213076934617198,-0.06715901937375438,-0.033714538832278464,0.17351217998715104,0.10354499316153552
0.5512630951364837,0.7251477335852854,1.0,0.4712842620792357,0.16205742041482402,0.371928179751111,0.296928524276769,0.25669118343551656,0.244717275081707,0.2676886894081854,0.2255262672931891,0.7371656393043403,0.17179119154054617,0.4853793452476271,0.1600969411074435,0.17365426608830703,0.856644738763209,0.5789134947588921,0.17121138144031686,0.5142863237755381,0.42893395540744356,0.3750188580367707,0.42212371125677906,0.5240500078193636,0.6543011580939222,0.6160108139161931,0.36028777280851754,-0.01323211073619296,0.5005514347495805,-0.013179264456095437,0.24001179041856274,0.5699043668061292,0.21173714101104976,-0.02571621510598563,-0.01781467477883879,0.19800484050849643,0.13876909689387834
0.8164659406077871,0.6250697693973711,0.4712842620792357,1.0,0.3116744350275135,0.824585474190723,0.42823649171509964,0.4029308998581491,0.3882505187145565,0.5931554480827623,0.3451025869418809,0.4489160631889927,0.3599032501906097,0.6940265128710225,0.2748813077187122,0.35257669383826495,0.4937103132283319,0.6030107454818515,0.2778933877599234,0.3544560309112226,0.7449735312618329,0.78237568704292,0.41721273960671795,0.4400943141859649,0.5256921668052058,0.5840582222645447,0.6697510153818808,-0.09038763907338371,0.713038145268855,-0.0750336409266152,0.3905293142154394,0.48070759368366,0.37176877422675675,-0.07093562663396898,-0.07704148744415418,0.32720640465028217,0.2850766120332804
0.14924409475659198,0.11892327604452028,0.16205742041482402,0.3116744350275135,1.0,0.5653575412125815,0.5228837250435597,0.5317520470864311,0.5933963256000172,0.7791965921152578,0.7508940405229036,0.3659192081742086,0.8585161895482056,0.1929468796419291,0.8537973317505033,0.8572355780753514,0.19748976750677638,0.16829056383726232,0.8708223246268308,0.4266668431967781,0.31591742170188575,0.47430747938646123,0.5261186137446433,0.5061963546570383,0.2643258745567179,0.10667356173214163,0.4555450394580747,-0.0930371279273749,0.13238737995871497,-0.0772640836836466,0.4659036769481566,0.3988110375701288,0.5148897618269486,-0.05394219838037346,-0.11519124828097231,0.6344205059790251,0.8111631826761997
0.5887424284282399,0.45552518079277654,0.371928179751111,0.824585474190723,0.5653575412125815,1.0,0.5370691565299479,0.5130996102952515,0.5062437022119106,0.859614164988498,0.5202467849492285,0.45395045257068106,0.6088514054892531,0.6051348114075435,0.491070885775434,0.6109259221259101,0.40734651933770805,0.5156172279672095,0.475698441937891,0.40695741496838006,0.7317795326224998,0.8993606985426694,0.5116611515090789,0.5158687622773689,0.49994450481901276,0.45669499397007407,0.7899639259068395,-0.06559523705370311,0.5687512574840438,-0.054372116332024836,0.4962362957156498,0.5205501351786436,0.4890435823744214,-0.04450703321846194,-0.07420926431270025,0.48474366175911127,0.5234083992419949
0.32196517493277726,0.2834172205084342,0.296928524276769,0.42823649171509964,0.5228837250435597,0.5370691565299479,1.0,0.8812805928106667,0.759140730225883,0.5485841182062452,0.6650306809668171,0.46383463470955133,0.46072787638427004,0.3569128773914839,0.5502502365764101,0.5032005140693366,0.32338793820314427,0.3245139704841407,0.523926231432489,0.499607450097729,0.43195496669407163,0.448283917014487,0.6829999854201111,0.6034331782576026,0.4002757169799186,0.26745783166178094,0.47463458762710276,-0.05143443569107897,0.3043406860434381,-0.042605243040713565,0.7620559476810349,0.506515768557388,0.6706482623689564,-0.032959013495167194,-0.06778324439311266,0.5950718907173569,0.480438162801603
0.29788534057582533,0.2465692508220033,0.25669118343551656,0.4029308998581491,0.5317520470864311,0.5130996102952515,0.8812805928106667,1.0,0.8667624280907357,0.5382583239198564,0.7240496323027421,0.4286656643965134,0.4683933472913852,0.3193235953711544,0.5624694315549258,0.5016160065079657,0.2873932834634342,0.28326359045467725,0.5447105652590525,0.4692668599534069,0.4032842857678824,0.42948980155533173,0.6251982359354293,0.5643479921021367,0.35308135492345477,0.22722833796603595,0.45958628742217406,-0.06147244725865488,0.2696758751344747,-0.05983459461678841,0.7940797425570417,0.45958858140493036,0.7310347453956264,-0.049221901084973416,-0.07157321410159118,0.6337729348975292,0.48399993169670097
0.2804131085345563,0.23330208437669,0.244717275081707,0.3882505187145565,0.5933963256000172,0.5062437022119106,0.759140730225883,0.8667624280907357,1.0,0.550130982276476,0.8442497033461039,0.42633808837749365,0.5081217162807584,0.300342359901353,0.6342178472991161,0.5362144667191004,0.277355966713912,0.2673629282313184,0.6276724750841043,0.4710612497667374,0.38814502279272034,0.4231183047289073,0.6068770156369879,0.5625604475570894,0.3373638189245935,0.21389951878714278,0.45291756588659404,-0.07414757159025723,0.2509744069521613,-0.0713294307600553,0.7133411687977741,0.44731734395973766,0.7829195205272329,-0.0638426585320891,-0.08469249907847361,0.7167841222987823,0.5283742163156578
0.3640749108724964,0.28471705543325254,0.2676886894081854,0.5931554480827623,0.7791965921152578,0.859614164988498,0.5485841182062452,0.5382583239198564,0.550130982276476,1.0,0.6281837226570421,0.417903249280747,0.8452304717682882,0.40747341005093385,0.6590383890382568,0.8230923064381895,0.29910422773605083,0.34389912929600475,0.6535105691055896,0.43705302964168014,0.5560206153114515,0.7825583639917805,0.5403954663157351,0.5261976623230048,0.38900653710801825,0.27964890544240334,0.693940862043432,-0.07593855968055833,0.3540053641645507,-0.06265075990767452,0.4976852153665451,0.47093553415000705,0.507251732515319,-0.04499068390625409,-0.08241004251611793,0.5509475244424226,0.6880294252301189
