ch05_rms,ch04_rms,ch05_maxabs,ch04_maxabs,ch05_mav,ch04_mav,ch03_maxabs,ch03_rms,ch06_rms,ch06_mav,ch04_fft-maxpower,ch10_rms,ch09_rms,ch05_fft-maxpower,ch03_mav,ch10_mav,ch06_maxabs,ch11_mav,ch07_mav,ch09_mav,ch11_rms,ch15_rms,ch14_rms,ch13_rms,ch07_rms,ch08_rms,ch14_mav,ch12_rms,ch02_rms,ch10_fft-maxpower,ch09_maxabs,ch15_mav,ch13_mav,ch12_mav,ch08_mav,ch02_maxabs,ch05_thresh2-events,ch11_fft-maxpower,ch09_fft-maxpower,ch03_fft-maxpower,ch10_maxabs,ch04_thresh2-events,ch12_maxabs,ch02_mav,ch11_maxabs,ch15_maxabs,ch13_fft-maxpower,ch13_maxabs,ch14_maxabs,ch07_fft-maxpower,ch01_maxabs,ch06_thresh2-events,ch01_rms,ch08_maxabs,ch07_maxabs,ch00_rms,ch06_fft-maxpower,ch08_fft-maxpower,ch12_fft-maxpower,ch14_fft-maxpower,ch00_mav,ch15_fft-maxpower,ch00_maxabs,ch01_mav,ch02_fft-maxpower,ch00_fft-maxpower,ch01_fft-maxpower,ch03_thresh2-events,ch04_thresh3-events,ch07_thresh2-events,ch06_fft-highfreq,ch05_thresh3-events,ch05_fft-highfreq,ch14_thresh2-events,ch02_thresh2-events,ch13_thresh2-events,ch04_fft-highfreq,ch07_fft-highfreq,ch12_thresh2-events,ch10_thresh2-events
1.0,0.787747491948065,0.9546148388522268,0.7366637975137668,0.9865352203420384,0.7962177230192998,0.5512630951364837,0.5997300904902285,0.8164659406077871,0.802945250012931,0.7415096451608847,0.14924409475659198,0.20794352301508578,0.9256756722493168,0.6158592038808353,0.16012263766832768,0.7792414113455836,0.1667537753766525,0.5887424284282399,0.22191301470131505,0.15776146652677536,0.32196517493277726,0.29788534057582533,0.2804131085345563,0.5945564459230528,0.3640749108724964,0.3103121151931538,0.21580477139801219,0.4415104469727576,0.13187036544611178,0.18239187061469891,0.336020425759784,0.2897010328324749,0.2249713327271914,0.3722904966916605,0.39066064168740106,0.7237381508832275,0.13793905348112367,0.18351471893500118,0.5616535953937176,0.1320574684493399,0.6644415238953928,0.1980409282269704,0.4675391177634614,0.14305262166458432,0.2769017348906057,0.25053985251494043,0.2587971214509311,0.26509128728045095,0.5529165103834748,0.30255495211660616,0.6374266127582753,0.3437703664482627,0.32983689130980937,0.5583981759584936,0.33083257647462394,0.7565658949846811,0.3349825111790817,0.19044514918724242,0.2701399933175267,0.35398541335943084,0.2964227982295961,0.2940677336328538,0.37246116733488777,0.40466707472664437,0.29533924322874955,0.30717755403517055,0.545027780129951,0.6896412539437443,0.5198305381600875,-0.0786721953488702,0.783330570269582,-0.08923317372548978,0.2935850388438872,0.44400620962586307,0.2676153252092884,-0.0783805168687275,-0.06755694120828505,0.20974170737357645,0.131791997268053
0.787747491948065,1.0,0.7609579476664079,0.958153148820145,0.7821633481434535,0.9859324098963959,0.7251477335852854,0.7682077159945808,0.6250697693973711,0.617357747706672,0.9239167949818606,0.11892327604452028,0.16220899675127862,0.7285357305556738,0.7712644891052567,0.12695093971238192,0.6008567809664526,0.1383059599672613,0.45552518079277654,0.17288298088513834,0.13253172913595063,0.2834172205084342,0.2465692508220033,0.23330208437669,0.45916321838466323,0.28471705543325254,0.2544067501766873,0.18972757720762298,0.5418595236649097,0.10697790205620201,0.14061803002270212,0.2928411018465678,0.23802745113027599,0.1949023234202454,0.2908052795039029,0.4964584375230256,0.6462520142920409,0.11582859704172511,0.14718607159884528,0.7130919774771818,0.10548964629372541,0.7324372360429584,0.17697507221959927,0.5595916090105835,0.12234965583971617,0.24919763016398208,0.2062682981262517,0.21921592867505144,0.22435015698186064,0.43239615883775895,0.344009224050578,0.5462804828538931,0.3792909127765697,0.2574138987685609,0.4334346870358937,0.3394693233771374,0.5825531633571466,0.26830677001295206,0.16608926531874058,0.22068029920149698,0.35696773081197025,0.25920474882843264,0.3090924870913385,0.40241112391546735,0.49598574807233203,0.3055716397905181,0.34055360416719643,0.6244676778560934,0.797519634709092,0.4345249310243874,-0.03469758141904109,0.6870504749400359,-0.03318809952495043,0.24215743793599923,0.4977038170734886,0.213076934617198,-0.06715901937375438,-0.033714538832278464,0.17351217998715104,0.10354499316153552
0.9546148388522268,0.7609579476664079,1.0,0.7599039453522461,0.9100231726973551,0.746942291441093,0.5629146136629363,0.578575961330634,0.7627858971680752,0.7290241723553702,0.6977162491380494,0.10942583250936327,0.1649808160769912,0.858616393335819,0.578588912435003,0.11519491080355182,0.7867091816760821,0.12137912301121771,0.5232331946182925,0.1732612713327424,0.11754793710080462,0.27599129084881213,0.2516476679958417,0.23275465766766942,0.5415859413117439,0.31460834639439544,0.2584454497913399,0.17342040310183932,0.41526619588142405,0.09184773105134149,0.15421075220151254,0.2844571044141046,0.23640913254279564,0.17699164621504337,0.31518253212803005,0.3896300806275381,0.6586095155720235,0.09768995802438603,0.14036650527474534,0.528127318269641,0.10371064437082547,0.6075925005594309,0.16749259697887264,0.42921579405704563,0.11383995100725702,0.24485429985038432,0.202340956191441,0.22373353984120004,0.231472647665817,0.4928483189607055,0.29155848687622204,0.5719793212487986,0.3116175692109192,0.3044397678464522,0.5446057919658215,0.2930454201723749,0.6893703451346453,0.2830179030238027,0.1476143869456342,0.22339008683721442,0.3080784905472627,0.24993412196337542,0.2752674521253126,0.3305185864660144,0.37058839687251194,0.2546797952621582,0.26979559480038207,0.49800842387395794,0.6426920882657933,0.4578016103638229,-0.04765519020029435,0.7260151115110287,-0.04721636370345954,0.2424460497328308,0.39983949171581856,0.21599773823111681,-0.04912732542535941,-0.04491057177409798,0.16284251490657642,0.09219915325126335
0.7366637975137668,0.958153148820145,0.7599039453522461,1.0,0.710707800706459,0.9130941747309577,0.7375823624151365,0.7325239770752999,0.5707358999939729,0.5497415725855916,0.8610988721983887,0.08477773217877788,0.12547560426606105,0.6644085695095066,0.7154616310785997,0.08865240582656755,0.5811963199224753,0.09934506098473564,0.3959493126030458,0.13147197809861055,0.09776815543728365,0.24307465263940528,0.20547042310722927,0.19125365615009862,0.4082570429830721,0.24092313693769302,0.20818952524533896,0.1507114239099923,0.5071220556843636,0.07261316132078713,0.11488340511652068,0.24718802310304386,0.19087396948446433,0.1510692779670616,0.24109565123207355,0.4920997622531324,0.5775156415213422,0.08136220417176529,0.11034385779139308,0.6635281811670539,0.07992542071835224,0.6593028114228627,0.14721992368309608,0.5116155416484162,0.09574884439195845,0.22117068401334575,0.16365721581059833,0.1875511970157906,0.1941766137019401,0.37713016802782284,0.3317715191058312,0.4806736735087703,0.34502946365347426,0.23069416772283596,0.40760565264144555,0.30248829051871934,0.5204975483623002,0.2226924501612525,0.1269788771169437,0.17906525004982382,0.3119176341221395,0.21772819315045727,0.2905953259966136,0.35827792288660176,0.45297452385740655,0.2652151274293354,0.30132757752938305,0.5632670987499359,0.7318379244275971,0.37454576594896855,-0.018469682290375905,0.6239784053538271,-0.010240049560489718,0.19732223006577523,0.4448187802653712,0.16770133959198613,-0.033997488030899546,-0.022147874447562273,0.13217150857374274,0.06863063458296705
0.9865352203420384,0.7821633481434535,0.9100231726973551,0.710707800706459,1.0,0.8088653967844205,0.5419493760500383,0.6052147616343668,0.8276767130471704,0.8323052950401285,0.744229339960485,0.17912157338752926,0.24008551204311546,0.9260656101374569,0.6339019902683795,0.1944279260521137,0.7654599948046636,0.20110118563910892,0.6275041260087412,0.2586103086973419,0.18776484746370592,0.35301441964620944,0.3269976063170488,0.30965783889888737,0.6223673848076983,0.3980090284334765,0.34410605507671504,0.24503104786229035,0.45456521765809815,0.16143891441430694,0.20647997109616698,0.37177892273815877,0.32376367461915384,0.25892990362604706,0.41237429803524256,0.3916742520402488,0.762988197968257,0.1675746549340454,0.21466636139815307,0.5727727453141278,0.1546005998029991,0.6975400394508136,0.2194129509097227,0.4899396570598944,0.16600161577170286,0.29901557426849074,0.2797989006421215,0.2795887363301711,0.2859404065063584,0.5837791806979896,0.3094597780379214,0.6789008555146174,0.36121008216733125,0.3519923970083967,0.5682493390544012,0.35329019760079233,0.7752385042440012,0.36864500261166855,0.2197081350796733,0.29896180328212874,0.3832714615704145,0.32726839026483434,0.3063485483022819,0.39762943898466346,0.4212164102796367,0.3188648819098569,0.3274398721010947,0.576830151848274,0.7105335224312312,0.5608446525534476,-0.07677250972479473,0.8089505156487656,-0.08954696388325466,0.3271696243899327,0.4756362516980029,0.302055451064179,-0.07602319617386262,-0.06486480119754368,0.24308825697296363,0.16355983717376343
0.7962177230192998,0.9859324098963959,0.746942291441093,0.9130941747309577,0.8088653967844205,1.0,0.7084908855770676,0.7730200544565236,0.648021731882945,0.6528826534703152,0.92507250870766,0.1478864170695958,0.19260066625781583,0.7454797236190194,0.7936129524278448,0.15978389596146508,0.6060085292317172,0.171358722394804,0.49488198440143605,0.20735267912023783,0.1617217221470139,0.3131531701654837,0.27522372243706167,0.26227574139304344,0.49021910046697714,0.31749375232125454,0.28777676949552927,0.21948783075747744,0.5556318737664089,0.13563037849457843,0.16407240550381882,0.3274197462436678,0.27178946318898145,0.22910940472579067,0.3287809999785447,0.4951724502155245,0.6879716586662861,0.14464001228106974,0.17669296522944142,0.7261366386455151,0.12816755682597736,0.7747951555471202,0.1995594825036372,0.5850237970130615,0.14549899981416467,0.2700005768088127,0.23582248986031032,0.24002000245530122,0.24471368246059158,0.4652738559940168,0.3506659545218167,0.5890002820901492,0.3978318743084703,0.28043169874319046,0.4505818766042012,0.36254181982401457,0.6100126063223957,0.3006643640717314,0.19591330381563654,0.24967483196545054,0.3874629503029279,0.2894192437933967,0.3212946434501798,0.4296630256240658,0.5142865911018726,0.3298625220904449,0.36196085448975596,0.6622620055026849,0.8259274646935678,0.47554239500583106,-0.0329808030707541,0.7187377295313365,-0.03247089925915601,0.2740013733218123,0.5326629974189534,0.24599323867669703,-0.06779696150151658,-0.03146256642166801,0.2052995684817819,0.13239990009084646
0.5512630951364837,0.7251477335852854,0.5629146136629363,0.7375823624151365,0.5419493760500383,0.7084908855770676,1.0,0.955690657361565,0.4712842620792357,0.4596221176800551,0.6576786964352189,0.16205742041482402,0.187574879798206,0.5013221800934166,0.9102286165049653,0.16521160626263975,0.4774623969467451,0.1809487590570996,0.371928179751111,0.19173995518928222,0.180104296848002,0.296928524276769,0.25669118343551656,0.244717275081707,0.37900175754910187,0.2676886894081854,0.2586846860644536,0.2255262672931891,0.7371656393043403,0.14729835457213444,0.17179119154054617,0.30040376038678757,0.2439785794233714,0.22514101940708847,0.2676265894016876,0.7445364679399991,0.4853793452476271,0.1600969411074435,0.17365426608830703,0.856644738763209,0.14996250027524938,0.5789134947588921,0.21708886488276377,0.7217513754659922,0.17121138144031686,0.26620572365997425,0.21924828519685755,0.2343426481057581,0.24089130056720717,0.35390898448984437,0.5142863237755381,0.42893395540744356,0.5227721601943988,0.25396531414236134,0.3750188580367707,0.42212371125677906,0.43340249890643234,0.25237598282066126,0.19992229517813329,0.2307017242747695,0.42628681491280324,0.2720993464628,0.4106136725751105,0.5240500078193636,0.6574187346083937,0.37781474434453627,0.4638247405583523,0.6543011580939222,0.6160108139161931,0.36028777280851754,-0.01323211073619296,0.5005514347495805,-0.013179264456095437,0.24001179041856274,0.5699043668061292,0.21173714101104976,-0.02571621510598563,-0.01781467477883879,0.19800484050849643,0.13876909689387834
0.5997300904902285,0.7682077159945808,0.578575961330634,0.7325239770752999,0.6052147616343668,0.7730200544565236,0.955690657361565,1.0,0.5234287383293601,0.5229084587358561,0.7128203210296138,0.20231640226981,0.22993161796786815,0.5585177988487182,0.9859269769877672,0.2099684816996369,0.501635146457766,0.22686989579723488,0.43046337095579107,0.23898710241356805,0.22161999585903952,0.3454435783984543,0.3042949281098471,0.2926463272982077,0.429421541202752,0.31416379007026823,0.3114622812768531,0.2710029632587828,0.7850037670080441,0.1882898660346305,0.20252813331426556,0.3544927977088237,0.2970927023165716,0.2755163707070895,0.32025908171509604,0.7358576344620552,0.549960385911768,0.2018548954384617,0.2159912132106108,0.918161993851799,0.18075273384597096,0.6468912035120813,0.2512390591086689,0.7913993985686322,0.20340264560448812,0.30004802331592745,0.26747686427764966,0.2701554676943658,0.27592214322714725,0.4080543824617661,0.5270518200158749,0.4921877558668464,0.5704965212651861,0.2831560034640124,0.4028430011734592,0.4711373109429528,0.49118357763437587,0.30059946015097516,0.2455474845266195,0.27841700383007434,0.4860173229549967,0.3213947129297927,0.4330062136932925,0.586584017784131,0.7159454851750661,0.4303361230511065,0.517474288825097,0.7319522467636709,0.6755864358907305,0.4185828237947583,-0.0284135631312691,0.5587361356466275,-0.03024330656092524,0.2888077885708969,0.6385305539477835,0.2603694779759808,-0.047952798297339255,-0.030194323658587194,0.24366183543709305,0.17729628518068
0.8164659406077871,0.6250697693973711,0.7627858971680752,0.5707358999939729,0.8276767130471704,0.648021731882945,0.4712842620792357,0.5234287383293601,1.0,0.987653305780174,0.5918283267524758,0.3116744350275135,0.3977671818016304,0.7640186732243186,0.5487963628286154,0.32655474455486955,0.9482617789238684,0.318646406950843,0.824585474190723,0.4145243798558182,0.3058176515706774,0.42823649171509964,0.4029308998581491,0.3882505187145565,0.8321645356038943,0.5931554480827623,0.42010602879861864,0.3451025869418809,0.4489160631889927,0.2803859043776988,0.3599032501906097,0.44708332595784883,0.4027946584990159,0.3592083594226819,0.6002483273319055,0.39093599152859737,0.6940265128710225,0.2748813077187122,0.35257669383826495,0.4937103132283319,0.2807107065888524,0.6030107454818515,0.31041102562731415,0.48137033519086553,0.2778933877599234,0.36328813895748224,0.35270317245501287,0.3483269276127053,0.3524831525585831,0.7694255677720616,0.3544560309112226,0.7449735312618329,0.40549921716314513,0.5461553079445955,0.78237568704292,0.41721273960671795,0.9229072525808071,0.5398363112007085,0.31214088583460486,0.36926170067585823,0.44677831194608075,0.39712704190738884,0.36719510671304256,0.4400943141859649,0.4122433697237995,0.37454565755393027,0.366060471455887,0.5256921668052058,0.5840582222645447,0.6697510153818808,-0.09038763907338371,0.713038145268855,-0.0750336409266152,0.3905293142154394,0.48070759368366,0.37176877422675675,-0.07093562663396898,-0.07704148744415418,0.32720640465028217,0.2850766120332804
0.802945250012931,0.617357747706672,0.7290241723553702,0.5497415725855916,0.8323052950401285,0.6528826534703152,0.4596221176800551,0.5229084587358561,0.987653305780174,1.0,0.5891396605546646,0.34110010508171873,0.4278131122193524,0.7582438552318351,0.5583056769579104,0.36196241176875077,0.9045193144971339,0.35322164627619534,0.8541915887184588,0.4512740117245573,0.33470284262303535,0.4557145493538441,0.42834276252122955,0.4131908636995815,0.8452340391285483,0.6200708501414866,0.45092866080863203,0.3715653313217376,0.4557366338920689,0.3097948848756557,0.37871591111254566,0.479864440193122,0.4334379498572271,0.3914361341524593,0.6370071612690551,0.38728060398721764,0.7194112858809335,0.30387352542501217,0.38171045598471925,0.49663834399281576,0.30047336509923644,0.6251560288628929,0.3275597707781089,0.49673448770922785,0.29774250816485925,0.3814983841649445,0.3780138785035052,0.3635320747051698,0.36892715920495034,0.7868632122573105,0.35650005039697646,0.778527694045971,0.41773540653160984,0.5556406853654894,0.7697783019147069,0.4345363045342171,0.919835180359244,0.5672024336786775,0.33899937919071105,0.3943349080413817,0.47138021726260276,0.42387316084263427,0.3739162897769885,0.4599993895273357,0.42183341690682785,0.39278394305754594,0.38072058204279413,0.5492397742459267,0.5948771035228205,0.7059372324738256,-0.09013444163066085,0.7252811972696555,-0.07275983857085036,0.4226967059334166,0.5055398778858432,0.40413504086149243,-0.06710373958109667,-0.07552332801954327,0.3603623429699413,0.31874218023183376
