ch05_rms,ch05_maxabs,ch04_rms,ch05_mav,ch05_fft-maxpower,ch04_fft-maxpower,ch04_maxabs,ch04_mav,ch03_maxabs,ch10_mav,ch10_fft-maxpower,ch11_fft-maxpower,ch06_mav,ch04_thresh2-events,ch11_mav,ch03_rms,ch10_rms,ch07_mav,ch13_maxabs,ch03_mav
0.11493506041202771,0.08984637674767372,0.0913397794341293,0.1433482787681296,0.11263691974268843,0.08658743515134304,0.07282252855398254,0.11687166470254691,0.11567942115518808,0.9364448147477238,1.0,0.8842876278490205,0.2856208303037939,0.07530554985646079,0.8424302244055556,0.14969576336996349,0.9403473264021973,0.5252566659831227,0.4299099777434276,0.17898785146113433
0.12429759655044598,0.09978422142736607,0.10706628581228106,0.15286212313795372,0.11929640396365397,0.10039163575690173,0.08632886670898156,0.1336962975701322,0.12544566460790998,0.851057047017204,0.8842876278490205,1.0,0.2756058190999834,0.07411909562059613,0.939090850550712,0.16324208283973113,0.8423455176404568,0.4757187286873242,0.5257396675612037,0.19485981305626462
0.7526310279116009,0.6936949695690765,0.4808353954586535,0.7770954623430197,0.7156016519471772,0.4667016291376949,0.4295722420282451,0.5250931861378438,0.315432963780294,0.33176381715371356,0.2856208303037939,0.2756058190999834,1.0,0.47722472637872576,0.3166141963841436,0.3856536904723803,0.31387960061814685,0.7753217465494713,0.33063198969177227,0.43033302203131696
0.48772453103112856,0.45605832204795205,0.46219204432666466,0.5149566333718706,0.45947441047263515,0.441911783196191,0.41465455935964995,0.5085264778002155,0.32865965941896796,0.09443785049461927,0.07530554985646079,0.07411909562059613,0.47722472637872576,1.0,0.09081218521520279,0.39727021488069214,0.07960206072259664,0.38205736715919353,0.09792860796129177,0.44140238779451607
0.14941878767442676,0.122325903307277,0.12598664094117873,0.1813791473378416,0.1292417342844024,0.10808498616856942,0.10315906308077995,0.15566502900767476,0.13988168513012333,0.9072539773038317,0.8424302244055556,0.939090850550712,0.3166141963841436,0.09081218521520279,1.0,0.18097126674438188,0.8868484636573779,0.5280397870669141,0.552242311510965,0.21629548794905476
0.4480652903318457,0.439105397194306,0.5897293654788852,0.4532930873226343,0.41547535840850863,0.5465116927043273,0.5697481600412744,0.6096613353295799,0.9542339219930405,0.169041337655601,0.14969576336996349,0.16324208283973113,0.3856536904723803,0.39727021488069214,0.18097126674438188,1.0,0.16614680864236486,0.3414005238943896,0.2136771503438638,0.980430107452232
0.13649958479410357,0.11317041897502012,0.11006364444295379,0.163744573853874,0.11869844044633987,0.09416882576230977,0.09277886073749343,0.13497775134371365,0.13151326274023414,0.9884818966655172,0.9403473264021973,0.8423455176404568,0.31387960061814685,0.07960206072259664,0.8868484636573779,0.16614680864236486,1.0,0.5595320302913067,0.4592672573947223,0.19552723091505433
0.5124797360599825,0.46473311240351534,0.35226606973040997,0.550354474547462,0.4744241542331741,0.33128787018081896,0.3107657058168009,0.397070879653066,0.2775013176357975,0.5856706377418698,0.5252566659831227,0.4757187286873242,0.7753217465494713,0.38205736715919353,0.5280397870669141,0.3414005238943896,0.5595320302913067,1.0,0.38835566724807796,0.3874409937884784
0.26071986645242906,0.2403893383984639,0.22387873839885514,0.27352018154376717,0.23470213679670238,0.2043460057095026,0.2040789654064557,0.24032810606859328,0.17463829175862589,0.4546158946761085,0.4299099777434276,0.5257396675612037,0.33063198969177227,0.09792860796129177,0.552242311510965,0.2136771503438638,0.4592672573947223,0.38835566724807796,1.0,0.2362781590772813
0.478834621421223,0.45613584801863194,0.6160622049097312,0.49615237751812896,0.44565183322017604,0.5742085071632526,0.5789373155707409,0.6530798713434309,0.8911963074261764,0.20236469004391372,0.17898785146113433,0.19485981305626462,0.43033302203131696,0.44140238779451607,0.21629548794905476,0.980430107452232,0.19552723091505433,0.3874409937884784,0.2362781590772813,1.0
