ch05_rms,ch05_maxabs,ch04_rms,ch05_mav,ch05_fft-maxpower,ch04_fft-maxpower,ch04_maxabs,ch04_mav,ch03_maxabs,ch10_mav,ch10_fft-maxpower,ch11_fft-maxpower,ch06_mav,ch04_thresh2-events,ch11_mav,ch03_rms,ch10_rms,ch07_mav,ch13_maxabs,ch03_mav
1.0,0.9602603120840689,0.6524635821106871,0.9844498947338909,0.9383265691821744,0.6315489751152699,0.6036689011150101,0.6815708030269005,0.38157366302068957,0.14188713941936443,0.11493506041202771,0.12429759655044598,0.7526310279116009,0.48772453103112856,0.14941878767442676,0.4480652903318457,0.13649958479410357,0.5124797360599825,0.26071986645242906,0.478834621421223
0.9602603120840689,1.0,0.638718435870079,0.9122453651900926,0.8804302088294604,0.604753915914394,0.625657973547317,0.6475986780000633,0.39310655988357973,0.11427054273987765,0.08984637674767372,0.09978422142736607,0.6936949695690765,0.45605832204795205,0.122325903307277,0.439105397194306,0.11317041897502012,0.46473311240351534,0.2403893383984639,0.45613584801863194
0.6524635821106871,0.638718435870079,1.0,0.6469059580811194,0.6073482027590421,0.9205156609860181,0.9628169981724856,0.9820602846627884,0.5147736221043092,0.11084125980786841,0.0913397794341293,0.10706628581228106,0.4808353954586535,0.46219204432666466,0.12598664094117873,0.5897293654788852,0.11006364444295379,0.35226606973040997,0.22387873839885514,0.6160622049097312
0.9844498947338909,0.9122453651900926,0.6469059580811194,1.0,0.9316486191934007,0.6294524267316353,0.5809679685798057,0.6937679647443212,0.3760410198694468,0.17375435616994914,0.1433482787681296,0.15286212313795372,0.7770954623430197,0.5149566333718706,0.1813791473378416,0.4532930873226343,0.163744573853874,0.550354474547462,0.27352018154376717,0.49615237751812896
0.9383265691821744,0.8804302088294604,0.6073482027590421,0.9316486191934007,1.0,0.6555552527254244,0.5509392374274167,0.6387568892213483,0.34731654735496936,0.12373015149679105,0.11263691974268843,0.11929640396365397,0.7156016519471772,0.45947441047263515,0.1292417342844024,0.41547535840850863,0.11869844044633987,0.4744241542331741,0.23470213679670238,0.44565183322017604
0.6315489751152699,0.604753915914394,0.9205156609860181,0.6294524267316353,0.6555552527254244,1.0,0.8622571471622434,0.9218867050123274,0.4678062556676825,0.09513231832005654,0.08658743515134304,0.10039163575690173,0.4667016291376949,0.441911783196191,0.10808498616856942,0.5465116927043273,0.09416882576230977,0.33128787018081896,0.2043460057095026,0.5742085071632526
0.6036689011150101,0.625657973547317,0.9628169981724856,0.5809679685798057,0.5509392374274167,0.8622571471622434,1.0,0.9118708549236869,0.5240494022629498,0.09061252068315524,0.07282252855398254,0.08632886670898156,0.4295722420282451,0.41465455935964995,0.10315906308077995,0.5697481600412744,0.09277886073749343,0.3107657058168009,0.2040789654064557,0.5789373155707409
0.6815708030269005,0.6475986780000633,0.9820602846627884,0.6937679647443212,0.6387568892213483,0.9218867050123274,0.9118708549236869,1.0,0.5181704225316552,0.13962999541106474,0.11687166470254691,0.1336962975701322,0.5250931861378438,0.5085264778002155,0.15566502900767476,0.6096613353295799,0.13497775134371365,0.397070879653066,0.24032810606859328,0.6530798713434309
0.38157366302068957,0.39310655988357973,0.5147736221043092,0.3760410198694468,0.34731654735496936,0.4678062556676825,0.5240494022629498,0.5181704225316552,1.0,0.1313589588242182,0.11567942115518808,0.12544566460790998,0.315432963780294,0.32865965941896796,0.13988168513012333,0.9542339219930405,0.13151326274023414,0.2775013176357975,0.17463829175862589,0.8911963074261764
0.14188713941936443,0.11427054273987765,0.11084125980786841,0.17375435616994914,0.12373015149679105,0.09513231832005654,0.09061252068315524,0.13962999541106474,0.1313589588242182,1.0,0.9364448147477238,0.851057047017204,0.33176381715371356,0.09443785049461927,0.9072539773038317,0.169041337655601,0.9884818966655172,0.5856706377418698,0.4546158946761085,0.20236469004391372
