mean,median,std,n_users_with_score,importance_norm_median,importance_norm_mean
0.002614161218754103,0.0025522254877621987,0.0008376622779804704,100,0.15622010869607808,0.152056642085413
0.0025147997578413434,0.0024478961237101903,0.0008149362771236263,100,0.14983417427510032,0.14627713239385084
0.002532040690241757,0.002494270689186534,0.0007481356863844668,100,0.15267273211185317,0.14727997730962
0.0024069772970347065,0.002319186770810857,0.0007356392585476445,100,0.14195595614878356,0.1400054758433581
0.002458884562089172,0.002389956919656823,0.0007922988612460699,100,0.146287752221727,0.14302474044241797
0.0026792834160836204,0.0024535489032166055,0.0010845710221442475,100,0.150180177335238,0.1558445732122734
0.006796021012292213,0.006414624641779221,0.0030007529983183587,100,0.39263511926680517,0.3953008434436064
0.006843904472624063,0.006272085078209843,0.0024266160045535792,100,0.3839103626882538,0.3980860573536197
0.00768710508194786,0.006588444783724733,0.004205638553596264,100,0.40327454027349086,0.44713209641897506
0.009246912132254642,0.008137362500904605,0.0044708614978359,100,0.49808281458129217,0.5378606332319573
0.011877196687054415,0.010960179599760679,0.004353359695044458,100,0.6708656647357656,0.6908551135504261
0.01227675244817781,0.010819407171091491,0.005272457827552949,100,0.6622490733673463,0.7140958788584127
0.0075590439814205365,0.007175639671285691,0.0023935756952294736,100,0.4392163681411315,0.43968322877139066
0.008085469847590948,0.007500259741249147,0.0038032581635505584,100,0.45908615741240943,0.4703035856730693
0.007558367619632817,0.0071729278015248005,0.0030314583080144294,100,0.4390503763073976,0.43964388716478364
0.008742942693066344,0.008152224353142824,0.0035643049776342968,100,0.49899249916175425,0.5085464883785792
0.009232152514417068,0.008848360715607757,0.003512014455574803,100,0.5416025658400387,0.5370021177315571
0.008872422178443818,0.008195481822144614,0.0032159897938675275,100,0.5016402614937973,0.5160778585267559
0.0074791740254611765,0.007066089877874148,0.002249609120164321,100,0.43251089453919295,0.4350374719528887
0.008123955737124064,0.007620185688436869,0.0030234574395976896,100,0.466426748827619,0.4725421756605929
0.008135253258097273,0.007027665118297133,0.0031865574766982148,100,0.43015893929600435,0.4731993130592934
0.007717335781228014,0.006746944848235544,0.003845042032370903,100,0.4129762290251084,0.44889051077668823
0.0037288116898480366,0.0037017397874065557,0.0011924137126291816,100,0.22658115230260972,0.21689197301968693
0.003715736982461827,0.003709639508846119,0.0012400378963227392,100,0.22706468925805304,0.21613146288468316
0.004007561897098767,0.0037995073987919237,0.001554754943855206,100,0.23256544599092713,0.23310590052770802
0.004353852940955961,0.004019296282132037,0.001962496140153819,100,0.2460185845988671,0.25324844297513704
0.004684500604039371,0.004360557728741917,0.0019435970040008453,100,0.26690698201469276,0.27248106451399307
0.005158188946763957,0.004603159487058122,0.0022960170821635217,100,0.2817564822785772,0.3000338635812338
0.005072228941646859,0.0047149095866168885,0.002112097968028336,100,0.28859663522884604,0.2950338698402279
0.004507896225811756,0.00429016310972693,0.0019137661955777978,100,0.2625981718853094,0.2622086036809647
0.003906158950857101,0.003500517573641524,0.002001616143667792,100,0.21426446780229114,0.22720764475355798
0.003685066046021572,0.0035142251869212417,0.0012376464410722202,100,0.21510350214576482,0.2143474414665462
0.0034959026788910956,0.0034995292105358916,0.0011974505149701122,100,0.21420397072139707,0.2033444680442953
0.0035076288650012387,0.003372948335388144,0.0011853364284785646,100,0.2064560353727206,0.20402653939918547
0.0035776599784411996,0.0035758041770119382,0.0011495660164467785,100,0.21887271320156304,0.2081000050579937
0.003676563973080414,0.0036316732022734274,0.001159325288904532,100,0.22229242091976564,0.21385290553168373
0.0037804713709021108,0.00371353892970457,0.001138042204447468,100,0.2273033703437486,0.21989683652081013
0.00402088580289238,0.003953299670538774,0.0016283778143263957,100,0.24197897372353172,0.2338809056650747
0.002133087542476389,0.002020885782253781,0.0007960636808664747,100,0.12369714121257135,0.12407426391925788
0.0022466160332229425,0.0022038221058378613,0.0012169470470341781,100,0.1348945579344863,0.13067782033349204
0.002375233773728529,0.0022242687935390263,0.0010373623801979773,100,0.1361460867631367,0.13815906578751702
0.002484988371661282,0.0024232477807066832,0.0009723260677673779,100,0.14832546478150369,0.14454310801695644
0.0024457113083429117,0.0023989196973095072,0.0007761789512178156,100,0.14683635817595592,0.14225849820929737
0.0024978123377951723,0.00238839067728903,0.0008385151942958866,100,0.1461918835165071,0.14528903340768873
0.0024805208559961858,0.0024479809363548554,0.0008560209555853873,100,0.14983936560346525,0.14428324820967864
0.002566748854392573,0.0024374631143913522,0.0013042333386150086,100,0.14919557637000488,0.1492988301852042
0.002225038210593272,0.0020314200389089064,0.0009107074789708878,100,0.1243419364031166,0.12942271363653549
0.002058632811877631,0.0020711237852134167,0.0006754697039644408,100,0.1267721776153735,0.119743491876202
0.0021446185293967695,0.0020000983486301114,0.000734266473938564,100,0.12242475554140969,0.12474498121797122
0.002108045570763157,0.0020052852804769497,0.0007110390965537196,100,0.12274224436079403,0.12261765975016738
0.002098953585905719,0.002024547906850854,0.0006779045670597336,100,0.12392129754411671,0.12208881069625466
0.0019893289719320703,0.001947785519164163,0.0005392249003161548,100,0.11922272031977442,0.11571232918044091
0.0020486623253577778,0.0020313710215478847,0.0006274256350577691,100,0.12433893608143518,0.11916354344406616
0.0022004234599775113,0.0020624684598664895,0.0007054408822489953,100,0.1262423906224215,0.12799095942889477
0.0033110554184536275,0.00323808522883384,0.001061254135040754,100,0.1982011498753279,0.1925925474974038
0.0034504948676743153,0.0032545632365349186,0.001099383390612774,100,0.19920975831000598,0.20070325401031056
0.0035539331113748907,0.0035228902267470334,0.0010897830115671118,100,0.21563388375582698,0.2067198959402288
0.003799867096306225,0.0036154612462128474,0.001311371234113329,100,0.2213000973378158,0.22102501823148746
0.0038527156623910856,0.003763970146130366,0.001346085977505225,100,0.23039023322067292,0.22409903502901415
0.004090592292076949,0.0039522972390430375,0.001421263261005356,100,0.2419176155253728,0.23793548906296486
0.0040310509144530484,0.004064839546591462,0.001395970548948683,100,0.24880625902588802,0.23447217475714527
0.0035004228733443985,0.003222776037891132,0.0013374185712401985,100,0.1972640839755528,0.20360739199298347
0.003287353006642536,0.0030662776923884756,0.0012804816292461682,100,0.18768491917902158,0.1912138608565554
0.003176931434848122,0.003016320559700503,0.0011558917961673957,100,0.18462707466799352,0.18479102308343054
0.0030999098332272113,0.00297296232356161,0.0010378346830644974,100,0.18197314444318918,0.18031094510411685
0.00312827506239367,0.0029592936669644177,0.001040534812435381,100,0.18113649461362616,0.18196085157051703
0.0031831274571710224,0.0032614347665641504,0.0009382708405342288,100,0.19963036031920234,0.1851514240954062
0.0031547247017835183,0.003240973608385618,0.0008706438742437402,100,0.19837794576177992,0.18349933485958791
0.0033870321965073875,0.0032935981881338297,0.000993877321643739,100,0.20159906302111708,0.1970118517332877
0.003503861508971935,0.0033706638658930746,0.0012052428934091705,100,0.20631620443907311,0.2038074054363501
0.0030110961086518943,0.0024940848222552653,0.0017591715447343517,100,0.1526613553144875,0.17514496045361483
0.002962696626757967,0.00266105550502957,0.0011683844995151447,100,0.16288152525524416,0.17232973136878743
0.0034306975974443127,0.0028986555564419723,0.001774513585335991,100,0.17742487420141598,0.19955171583736406
0.005710501756335517,0.004090302859168751,0.004336023200821166,100,0.2503648522919063,0.33215997370853395
0.006096122566183062,0.004974797618163326,0.004061282767790749,100,0.30450421734949645,0.3545901914942683
0.005324521454797434,0.004612352355690547,0.00288708513573656,100,0.28231917195622214,0.3097088455447676
0.004895150781551423,0.004103335006642606,0.002528971137456107,100,0.2511625418004042,0.28473385076810354
0.0040026245459851475,0.003248795884412995,0.002445885604342314,100,0.19885674233250103,0.23281871203078297
0.0030966843259774635,0.0028617872543790584,0.0015223458559081439,100,0.17516818873873835,0.18012332859527255
0.0032962427373600233,0.0031384007637592333,0.0015977807582495196,100,0.19209952678444667,0.1917309454924406
0.003478321095544073,0.0031232863199999474,0.001424440032663226,100,0.1911743812366578,0.20232180865086768
0.0032800705500078257,0.003073308231182497,0.0011506304333338976,100,0.18811525401419205,0.19079026574923663
0.0034127886001211,0.003137360721541139,0.0019367461185328663,100,0.19203586645774814,0.19851001191468776
0.0033735599888911655,0.0030030345884049722,0.0021073664633976807,100,0.1838138487638276,0.19622822039605264
0.0030731651205385454,0.0028065153831391344,0.0014969429628513085,100,0.17178503244070006,0.1787552984302228
0.003309566577374315,0.002879055223411618,0.0015832207334864278,100,0.17622515020713597,0.19250594680365354
0.004352805283620178,0.0037447064069032416,0.0029908571236256162,100,0.22921111192030819,0.25318750440126775
0.004780791949945467,0.004017531479563513,0.0029897649519063023,100,0.24591056214928192,0.2780819963216129
0.005562442054939399,0.004429382288667476,0.004097640775460865,100,0.2711196898197378,0.3235478571868175
0.008061791917168411,0.005554221040412733,0.006007768420321111,100,0.33997035873821135,0.46892632302922244
0.010799567598827884,0.007805556373851811,0.007262742114025963,100,0.47777317129829955,0.6281731873579065
0.009960830120410926,0.008301232870908053,0.005087144527316847,100,0.5081132163372324,0.5793867530537316
0.008308546145930705,0.007494610061714755,0.004899309624678397,100,0.4587403440995997,0.4832791560438031
0.0054831622261444805,0.004859693339239462,0.0028946615683928434,100,0.2974587572006614,0.3189364260076008
0.0044342229808261085,0.0038819528320064817,0.0022548753525625607,100,0.23761187883944726,0.2579232879308547
0.004699593229419932,0.004067404558159611,0.003254928808133152,100,0.24896326176248174,0.27335894990191684
0.004836819903653159,0.004181861971260007,0.002280647456005326,100,0.25596912766318375,0.28134094701011286
0.00440464005411339,0.004090036446757959,0.0017520102407186976,100,0.2503485453566564,0.25620255224449995
0.00492888776117766,0.004247487480290284,0.00339045874944281,100,0.2599860235852343,0.28669621322657285
0.004803162038924679,0.004365100232386716,0.0025909833710096026,100,0.2671850257912108,0.27938318638935933
0.0044338881743590805,0.004498192079968397,0.0016377389778520818,100,0.2753314936466048,0.25790381340619284
0.003868468736974796,0.0035413178540917214,0.0013920596150995652,100,0.21676182717642267,0.2250153364439903
